병원명,전화번호,소재지,사업자등록번호,,,,
동인종합동물병원,555527980,경상남도 창원시 진해구 안골동,,,,,
동일동물병원,312651175,경기도 용인시 수지구 동천동,,,,,
동주동물병원,314557588,경기도 안양시 동안구 호계동,,,,,
동주동물병원,,강원도 철원군 동송읍 이평리,,,,,
동진강낙협동물병원,635424223,전라북도 김제시 순동,,,,,
동진동물병원,,전라북도 김제시 요촌동,,,,,
동진동물병원,315939405,경기도 남양주시 화도읍 마석우리,,,,,
동천 동물병원,533238875,대구광역시 북구 동천동,,,,,
동탄24시동물의료센터,,경기도 화성시 반송동,,,,,
동탄동물병원,3180038831,경기도 화성시 능동,,,,,
동탄스케치동물병원,313736307,경기도 화성시 영천동,,,,,
동탄중앙동물병원,313737524,경기도 화성시 청계동,,,,,
동탄호수동물병원,313767800,경기도 화성시 산척동,,,,,
동편동물병원,314268661,경기도 안양시 동안구 관양동,,,,,
동해동물병원,335327886,강원도 동해시 천곡동,,,,,
동해삼척태백축산업협동조합 동물병원,3357350313,강원도 삼척시 남양동,,,,,
동행동물병원,312117550,경기도 수원시 영통구 이의동,787-62-00032,,,,
동행동물병원,319869816,경기도 김포시 풍무동,,,,,
동행동물병원,622517582,광주광역시 북구 오치동,,,,,
동현24시동물병원,317687599,경기도 광주시 송정동,,,,,
동호동물병원,555726001,경상남도 의령군 의령읍 동동리,,,,,
두남자동물병원,537217585,대구광역시 달서구 진천동,,,,,
두루동물병원,337446722,강원도 원주시 무실동,,,,,
두루동물병원,44277723,,,,,,
두류동물병원,536227585,대구광역시 달서구 성당동,,,,,
두리동물병원,24498575,서울특별시 송파구 마천동,,,,,
두리동물병원,312257533,경기도 수원시 권선구 세류동,,,,,
두리동물병원,,전라남도 영암군 영암읍 역리,,,,,
두리동물클리닉,312212410,경기도 수원시 팔달구 매산로3가,,,,,
두리종합동물병원,234767522,서울특별시 서초구 반포동,,,,,
두리틀동물병원,23023275,서울특별시 서대문구 북가좌동,110-18-81227,,,,
두산동물병원,544346961,경상북도 김천시 성내동,,,,,
두산메디펫동물병원,537618875,대구광역시 수성구 지산동,,,,,
두암동물병원,28464597,서울특별시 양천구 목동,,,,,
두타동물병원,335740775,강원도 삼척시 남양동,,,,,
둔산동물병원,425363480,대전광역시 서구 갈마동,,,,,
둔촌동물병원,24745100,서울특별시 강동구 성내동,212-15-22203,,,,
둘레길동물병원,23547544,서울특별시 은평구 불광동,,,,,
둘리동물병원,29930075,서울특별시 도봉구 창동,528-25-01039,,,,
드림24 동물병원,313357582,경기도 용인시 처인구 마평동,,,,,
드림동물병원,432670775,충청북도 청주시 흥덕구 봉명동,,,,,
드림동물병원,25087583,서울특별시 강남구 역삼동,,,,,
드림동물병원,,부산광역시 금정구 구서동,,,,,
드림동물병원,424727566,대전광역시 서구 탄방동,,,,,
드림동물병원,328227588,인천광역시 연수구 동춘동,,,,,
드림동물병원,236660204,서울특별시 구로구 고척동,,,,,
드림동물병원,315747595,경기도 남양주시 진접읍 장현리,,,,,
드림동물병원,,충청남도 천안시 동남구 신방동,,,,,
드림동물병원,29287582,서울특별시 성북구 동소문동5가,,,,,
드림벳동물병원,557565612,경상남도 진주시 문산읍 상문리,,,,,
드림컨설팅동물병원,,충청남도 아산시 온천동,,,,,
드림펫 동물병원,24647588,서울특별시 광진구 중곡동,,,,,
든든동물병원,,경기도 이천시 모가면 진가리,,,,,
디디동물병원,327197533,인천광역시 강화군 강화읍 갑곳리,,,,,
디딤동물병원,,전라남도 순천시 조례동,,,,,
디스동물병원,556322365,경상남도 거제시 고현동,,,,,
디아나동물병원,225219010,서울특별시 서초구 방배동,114-10-49714,,,,
디아나동물병원,313818275,경기도 안양시 동안구 관양동,138-11-50102,,,,
디아크동물병원,29607501,서울특별시 동대문구 청량리동,,,,,
디아크동물종합병원,28167582,서울특별시 동작구 노량진동,,,,,
디알씨동물병원,516248275,부산광역시 기장군 기장읍 동부리,,,,,
디엔씨,319780075,경기도 고양시 덕양구 행신동,,,,,
디엔씨동물병원,27177571,서울특별시 마포구 노고산동,,,,,
디오 동물병원,328158275,인천광역시 연수구 송도동,,,,,
디오빌 동물병원,226710026,서울특별시 영등포구 당산동5가,,,,,
디위드동물병원,426327553,대전광역시 대덕구 송촌동,,,,,
딜리동물병원,316051275,경기도 성남시 분당구 야탑동,,,,,
따뜻한 on동물병원,,,,,,,
따뜻한 동물병원,328117553,인천광역시 연수구 연수동,,,,,
따스한 동물병원,,경기도 용인시 기흥구 청덕동,,,,,
땅콩 동물병원,236657588,서울특별시 강서구 마곡동,,,,,
땅콩동물병원,233947075,서울특별시 동대문구 답십리동,,,,,
땡큐,332557582,,,,,,
땡큐DOG동물병원,,경기도 김포시 마산동,,,,,
떡심콩심동물병원,317698270,경기도 광주시 초월읍 쌍동리,,,,,
또바기,,경기도 파주시 동패동,,,,,
라라(Lara) 동물병원,533411155,대구광역시 북구 침산동,,,,,
라라동물의료원,28397585,서울특별시 구로구 구로동,,,,,
라뽀동물병원,,경기도 평택시 서정동,,,,,
라온 동물 메디컬센터,522865050,울산광역시 중구 반구동,,,,,
라온 반려 동물병원,416754675,충청남도 태안군 태안읍 동문리,,,,,
라온동물병원,,대전광역시 동구 가오동,,,,,
라온동물병원,23757575,서울특별시 마포구 성산동,,,,,
라온동물병원,312158588,경기도 수원시 영통구 매탄동,,,,,
라온동물병원,512917900,부산광역시 사하구 하단동,,,,,
라온동물병원,27927585,서울특별시 용산구 이태원동,,,,,
라온펫 동물병원,426278875,대전광역시 대덕구 중리동,,,,,
라온펫동물병원,,서울특별시 송파구 송파동,,,,,
라움동물병원,,경기도 김포시 장기동,,,,,
라이프 동물병원,28327975,서울특별시 영등포구 신길동,,,,,
라이프동물병원,647467579,제주특별자치도 제주시 노형동,,,,,
라인동물병원,,울산광역시 울주군 삼남면 신화리,,,,,
라임동물병원,262277582,서울특별시 송파구 방이동,,,,,
라임동물병원,222818122,서울특별시 성동구 홍익동,,,,,
라임동물병원,553451612,경상남도 김해시 진영읍 진영리,,,,,
라임동물병원,326767533,경기도 부천시 원종동,,,,,
라임동물병원,,경기도 파주시 다율동,,,,,
라임동물병원,315335065,경기도 포천시 신북면 만세교리,,,,,
라파 동물병원,,경기도 화성시 봉담읍 동화리,,,,,
라파동물병원,535577582,대구광역시 달서구 본리동,,,,,
라파동물병원,549550058,,,,,,
라파엘 동물병원,327770975,인천광역시 연수구 송도동,,,,,
라파엘동물병원,234447509,서울특별시 서초구 반포동,,,,,
라파엘종합동물병원,23338632,서울특별시 서대문구 연희동,,,,,
라포레동물메디컬센터,313607588,경기도 의왕시 삼동,,,,,
람보동물병원,428258461,대전광역시 유성구 지족동,,,,,
랑S종합동물병원,557577502,경상남도 진주시 상대동,,,,,
래온동물병원,317590242,경기도 성남시 중원구 성남동,156-17-01066,,,,
래이동물의료센터,25567588,서울특별시 강남구 대치동,120-11-66942,,,,
래플즈 동물병원,315637582,경기도 구리시 인창동,,,,,
러브펫,317915775,경기도 하남시 신장동,,,,,
러브펫 동물병원,547711930,경상북도 경주시 황성동,,,,,
러브펫 동물병원,226348275,서울특별시 영등포구 영등포동4가,,,,,
러브펫동물병원,318680275,경기도 동두천시 송내동,,,,,
러브펫동물병원,1197754039,인천광역시 미추홀구 주안동,,,,,
러브펫종합동물병원,28378875,서울특별시 관악구 신림동,,,,,
럭키동물병원,318751559,경기도 의정부시 호원동,,,,,
런던동물병원,326110275,경기도 부천시 송내동,,,,,
레미 동물병원,24704707,서울특별시 중랑구 면목동,,,,,
레스펫동물병원,25750855,서울특별시 서초구 양재동,214-05-29289,,,,
레알피부전문동물병원,515248275,부산광역시 동래구 안락동,,,,,
레오동물병원,,경기도 김포시 고촌읍 신곡리,,,,,
레오동물병원,312534313,경기도 수원시 장안구 정자동,,,,,
레이동물병원,312457707,경기도 수원시 장안구 정자동,,,,,
레이크동물병원,3180057507,경기도 용인시 기흥구 동백동,,,,,
레이크동물의료센터,416215000,충청남도 천안시 서북구 성성동,,,,,
레인보우동물병원,,대전광역시 동구 성남동,,,,,
로뎀나무 동물의료센터,318477720,경기도 양주시 만송동,781-20-01203,,,,
로뎀동물병원,319527576,경기도 파주시 문산읍 문산리,,,,,
로뎀종합동물병원,172999414,경기도 부천시 원미동,,,,,
로로 동물병원,319888916,경기도 김포시 장기동,,,,,
로얄 도그앤캣 메디컬센터,24686612,서울특별시 광진구 자양동,,,,,
로얄동물메디컬센터,24947582,서울특별시 중랑구 중화동,,,,,
로얄동물메디컬센터w,23238275,서울특별시 마포구 서교동,,,,,
로얄동물병원,23540975,서울특별시 은평구 구산동,110-11-90071,,,,
로얄동물병원,537427275,대구광역시 수성구 범어동,502-30-29567,,,,
로얄동물병원,,충청남도 서산시 동문동,,,,,
로얄동물병원,318577570,경기도 양주시 고암동,,,,,
로얄말전문병원,,제주특별자치도 제주시 조천읍 교래리,,,,,
로얄벳 동물병원,312637585,경기도 용인시 수지구 신봉동,,,,,
로얄종합동물병원,337668230,강원도 원주시 명륜동,,,,,
로얄펫동물병원,8794478(9,경기도 의정부시 의정부동,,,,,
로엘동물병원,24578575,서울특별시 광진구 자양동,,,,,
로이동물병원,29277878,서울특별시 성북구 동소문동6가,215-40-00286,,,,
로이종합동물병원,517427975,부산광역시 해운대구 재송동,,,,,
로잔동물의료센터,28727588,서울특별시 관악구 봉천동,124-18-42859,,,,
로하동물병원,623717512,광주광역시 서구 쌍촌동,,,,,
로하스 동물병원,315777606,경기도 남양주시 와부읍 덕소리,,,,,
로하스 동물병원,319238271,경기도 고양시 일산서구 주엽동,,,,,
로하스동물병원,,대전광역시 대덕구 덕암동,,,,,
로하스동물병원,,,,,,,
롯데동물메디컬센터,5185166123,부산광역시 부산진구 양정동,,,,,
롯데동물병원,29735959,서울특별시 노원구 중계동,,,,,
롯데마트 안성점 쿨펫,316187533,경기도 안성시 공도읍 양기리,129-21-11201,,,,
루아동물병원,313520002,경기도 화성시 향남읍 하길리,,,,,
루원하이동물병원,,인천광역시 서구 가정동,,,,,
루이스24시동물병원,327101237,인천광역시 남동구 만수동,,,,,
류인광동물병원(출장진료전문병원),,강원도 영월군 한반도면 쌍용리,,,,,
류태현동물병원,515534409,부산광역시 동래구 온천동,,,,,
리더스 동물병원,226521865,서울특별시 양천구 신정동,117-10-37013,,,,
리더스동물병원,647497533,제주특별자치도 제주시 연동,,,,,
리더스동물병원,313727550,경기도 화성시 청계동,,,,,
리더스동물병원,536290075,대구광역시 남구 대명동,,,,,
리더스동물병원,517017588,부산광역시 해운대구 좌동,,,,,
리버동물의료센터,527137575,울산광역시 중구 태화동,,,,,
리버동물의료센터,448657599,세종특별자치시 대평동,,,,,
리버풀동물병원,319457297,경기도 파주시 금촌동,,,,,
리베동물메디컬센터,226040156,서울특별시 양천구 목동,,,,,
리본 동물병원,424898275,대전광역시 서구 갈마동,,,,,
리봄동물의료센터,542518275,경상북도 포항시 북구 장성동,,,,,
리센츠 스타 동물병원,24191010,서울특별시 송파구 잠실동,,,,,
리안 동물병원,517471275,부산광역시 해운대구 중동,,,,,
리얼펫동물병원,448647579,세종특별자치시 장군면 은용리,,,,,
리오동물병원,24157579,서울특별시 송파구 신천동,,,,,
리옹동물병원,32659395938,경상남도 김해시 내동,,,,,
리즈 동물병원,537648275,대구광역시 수성구 두산동,,,,,
리즈동물병원,25357579,서울특별시 서초구 잠원동,,,,,
리즈동물병원,220621110,서울특별시 양천구 목동,,,,,
리즈펫동물병원,24792285,경기도 고양시 덕양구 동산동,,,,,
리치동물병원,,부산광역시 부산진구 당감동,,,,,
리치동물병원,325071110,인천광역시 부평구 삼산동,,,,,
리치펫동물병원,3180059725,경기도 용인시 기흥구 중동,,,,,
리틀쥬동물의료원,522688884,울산광역시 남구 신정동,,,,,
린동물병원,415588875,충청남도 아산시 배방읍 장재리,,,,,
린동물병원,515142470,부산광역시 동래구 온천동,,,,,
링크동물의료센터,23937577,서울특별시 서대문구 북아현동,,,,,
마곡M동물의료센터,226627515,서울특별시 강서구 방화동,,,,,
마곡나무 동물병원,226617515,서울특별시 강서구 마곡동,,,,,
마더스동물병원,24457579,서울특별시 강남구 세곡동,,,,,
마로동물병원,613639482,전라남도 곡성군 곡성읍 읍내리,,,,,
마로동물병원,260148275,서울특별시 성북구 하월곡동,,,,,
마루 동물병원,632767500,전라북도 전주시 완산구 서신동,,,,,
마루 동물병원(출장진료 전문병원),,전라남도 무안군 무안읍 성남리,,,,,
마루동물병원,,경기도 평택시 용이동,,,,,
마루동물병원,623845445,광주광역시 서구 금호동,,,,,
마루동물병원,537681002,대구광역시 수성구 황금동,,,,,
마루동물병원,224438898,서울특별시 송파구 거여동,142-17-00919,,,,
마루종합동물병원,337427582,강원도 원주시 단계동,,,,,
마루한동물병원,312610133,경기도 용인시 수지구 상현동,,,,,
마리,,경기도 의정부시 낙양동,,,,,
마리,319130182,경기도 고양시 일산서구 탄현동,,,,,
마리네 동물병원,7077210075,제주특별자치도 제주시 애월읍 유수암리,,,,,
마리동물병원,326727379,경기도 부천시 여월동,,,,,
마리동물병원,552322642,경상남도 창원시 마산회원구 내서읍 삼계리,,,,,
마리동물병원,23237582,서울특별시 마포구 동교동,,,,,
마리동물병원,5.19017E+19,부산광역시 강서구 범방동,,,,,
마리동물병원,517025750,부산광역시 해운대구 좌동,,,,,
마리동물병원,,,,,,,
마리동물병원,546387553,경상북도 영주시 가흥동,,,,,
마리동물의료센터,7088078375,경기도 용인시 처인구 백암면 백암리,,,,,
마리동물의료센터 경기남부 분원(출장전문병원),,경기도 평택시 청북읍 현곡리,,,,,
마리스동물의료센터,24428287,서울특별시 강동구 암사동,,,,,
마린동물병원,555448500,경상남도 창원시 진해구 풍호동,,,,,
마린시티 종합동물병원,517477407,부산광역시 해운대구 우동,,,,,
마린파크 동물병원,517464119,부산광역시 해운대구 우동,,,,,
마사랑동물병원,,경기도 과천시 주암동,,,,,
마산가축병원,552555459,경상남도 창원시 마산회원구 회성동,,,,,
마산가축병원,552555459,경상남도 창원시 마산회원구 회성동,,,,,
마석동물병원,315518275,경기도 남양주시 화도읍,860-37-00034,,,,
마송동물병원,,경기도 김포시 통진읍 서암리,,,,,
마스터동물병원 (출장전문동물병원),316763828,경기도 안성시 가사동,,,,,
마야동물병원,647532007,제주특별자치도 제주시 조천읍 교래리,,,,,
마음가득동물병원,316678275,경기도 평택시 이충동,,,,,
마음동물병원,226115223,서울특별시 구로구 궁동,,,,,
마음동물병원,28979993,경기도 광명시 소하동,,,,,
마음동물병원,625711275,광주광역시 북구 신용동,,,,,
마음반려 동물의료원,312110975,경기도 수원시 팔달구 인계동,,,,,
마음사랑 동물병원,226662611,서울특별시 강서구 내발산동,,,,,
마음을 나누는 동물병원,23657582,서울특별시 서대문구 북아현동,,,,,
마음을 읽어주는 마음동물병원,537417474,대구광역시 수성구 만촌동,,,,,
마이펫 동물병원,432868275,충청북도 청주시흥덕구 수곡동,,,,,
마이펫 동물병원,324288275,인천광역시 남동구 간석동,,,,,
마이펫 동물병원,425817555,대전광역시 중구 유천동,,,,,
마이펫동물병원,,경기도 남양주시 화도읍 마석우리,,,,,
마이펫동물병원,315117544,경기도 남양주시 화도읍 마석우리,,,,,
마이펫동물의료센터,25122575,서울특별시 강남구 삼성동,,,,,
마일스톤피그클리닉(출장진료전문),,충청남도 예산군 덕산면 신평리,,,,,
마크로24시 동물병원,424863375,대전광역시 서구 월평동,,,,,
마포 키다리 동물병원,23767675,서울특별시 마포구 성산동,202-19-99775,,,,
만년YES동물병원,424777575,대전광역시 서구 만년동,827-34-00244,,,,
만덕24시동물병원,513380075,부산광역시 북구 만덕동,,,,,
만박동물병원,512547744,부산광역시 서구 토성동1가,,,,,
만세동물병원,313197583,경기도 시흥시 정왕동,,,,,
만수동물병원,324678450,인천광역시 남동구 만수동,,,,,
만촌동물병원,537533545,대구광역시 수성구 만촌동,,,,,
말바우동물병원,622625535,광주광역시 북구 우산동,,,,,
맑은 동물병원,222341379,서울특별시 동대문구 신설동,,,,,
맑은동물병원,647878886,제주특별자치도 서귀포시 표선면 세화리,,,,,
맑은숲동물병원,316628222,경기도 평택시 이충동,,,,,
맘s 동물병원,519119630,부산광역시 영도구 남항동2가,,,,,
맘동물병원,315481175,경기도 수원시 영통구 이의동,481-58-00025,,,,
맘스동물의료센터,322298275,경기도 부천시 상동,425-30-00206,,,,
망미동물병원,517537580,부산광역시 연제구 연산동,,,,,
망원동물종합병원,23320175,서울특별시 마포구 망원동,,,,,
매일동물병원,617610355,전라남도 광양시 광양읍 인동리,,,,,
매탄동물병원,312110075,경기도 수원시 영통구 매탄동,,,,,
맥동물병원,316571062,경기도 평택시 평택동,,,,,
멍멍냐옹동물병원,,인천광역시 남동구 구월동,,,,,
메디 포즈 동물병원,,경기도 남양주시 와부읍 월문리,,,,,
메디펫 동물병원,25867501,서울특별시 서초구 서초동,,,,,
메디펫동물병원,23840075,서울특별시 은평구 갈현동,,,,,
메디펫우리동물병원,522577582,울산광역시 남구 달동,,,,,
메디힐동물병원,262750075,경기도 광명시 일직동,,,,,
메르시 동물병원,317070701,경기도 성남시 분당구 판교동,,,,,
메리 동물병원,312967582,경기도 수원시 권선구 호매실동,,,,,
메이 동물병원,522113375,울산광역시 중구 남외동,,,,,
메이동물메디컬센터,632857975,전라북도 전주시 완산구 중화산동2가,233-13-00099,,,,
메이동물병원,324620070,인천광역시 남동구 만수동,,,,,
메이동물의료센터,517526667,부산광역시 수영구 광안동,,,,,
메이플동물병원,325617508,인천광역시 서구 원당동,,,,,
메인동물메디컬센터,,서울특별시 노원구 공릉동,,,,,
메인동물병원,,충청북도 청주시 청원구 오창읍 양청리,,,,,
메종동물병원,220387555,서울특별시 중구 신당동,618-78-00208,,,,
메타 동물의료센터,318315508,경기도 화성시 반송동,,,,,
메트로 동물병원,537558355,대구광역시 수성구 만촌동,,,,,
메트로동물병원,6.23759E+16,부산광역시 남구 용호동,,,,,
메트로동물병원,552530075,경상남도 창원시 마산회원구 양덕동,,,,,
멘토동물병원,532917579,대구광역시 수성구 범물동,,,,,
면목동물병원,24377579,서울특별시 중랑구 면목동,,,,,
명 동물 병원,416739177,충청남도 태안군 태안읍 남문리,,,,,
명 축산동물병원,,세종특별자치시 조치원읍 정리,,,,,
명 축산동물병원,418625777,충청남도 연기군 조치원읍 정리,,,,,
명곡역 동물병원,536337579,대구광역시 달성군 화원읍 명곡리,,,,,
명동물병원,314527582,경기도 군포시 금정동,,,,,
명동물병원,415492222,충청남도 아산시 온천동,,,,,
명문종합동물병원,315566250,경기도 구리시 수택동,,,,,
명성동물병원,0316427582~3,경기도 이천시 설성면 장천리,,,,,
명성동물병원,432837583,충청북도 청원군 미원면 미원리,,,,,
명성동물병원,"0432837583, 01094177582",충청북도 청주시 상당구 미원면 미원리,,,,,
명성동물병원,,경기도 과천시 주암동,,,,,
명성동물병원,618673444,전라남도 장흥군 관산읍 옥당리,,,,,
명수의병원,,경상북도 경산시 삼북동,,,,,
명지오션시티동물병원,512717582,부산광역시 강서구 명지동,,,,,
명지종합동물병원,512718889,부산광역시 강서구 명지동,606-35-43944,,,,
명진동물병원,436458272,충청북도 제천시 하소동,,,,,
명진동물병원,539438275,대구광역시 동구 신암동,,,,,
모두동물병원,220607975,서울특별시 구로구 개봉동,363-12-01539,,,,
모두애동물병원,328327275,인천광역시 연수구 송도동,,,,,
모라동물병원,513251638,부산광역시 사상구 모라동,,,,,
모란동물병원,317527779,경기도 성남시 중원구 성남동,125-16-19250,,,,
모란동물병원,317677588,경기도 광주시 경안동,,,,,
모래내 동물병원,632747500,전라북도 전주시 덕진구 인후동2가,,,,,
모모동물병원,226627975,서울특별시 강서구 마곡동,426-53-00493,,,,
모범동물병원,25321740,서울특별시 동작구 사당동,,,,,
모서동물병원,545332123,경상북도 상주시 모서면 삼포리,,,,,
모아 동물병원,317332010,경기도 성남시 수정구 신흥동,,,,,
모아동물병원,260854777,경기도 광명시 하안동,,,,,
모양동물병원,,전라북도 고창군 고창읍 읍내리,,,,,
모현동물병원,,전라북도 익산시 모현동1가,,,,,
목감동물병원,314827585,경기도 시흥시 조남동,,,,,
목감시티동물병원,315047559,경기도 시흥시 조남동,,,,,
목도 동물병원,,충청북도 괴산군 불정면 목도리,,,,,
목동 동물병원,226488275,서울특별시 양천구 목동,,,,,
목자동물병원,,경상남도 남해군 남해읍 남변리,,,,,
목포동물병원,612737582,전라남도 목포시 용당동,,,,,
무등동물병원,,광주광역시 북구 임동,,,,,
무등동물병원,,전라남도 나주시 이창동,,,,,
무안동물병원,553520135,경상남도 밀양시 무안면 무안리,,,,,
무안종합동물병원,614542928,전라남도 무안군 무안읍 성내리,,,,,
무양반려동물병원,,경상북도 상주시 무양동,,,,,
무진장축협동물병원,633512391,전라북도 장수군 장수읍 장수리,,,,,
문 동물병원,,전라북도 장수군 장수읍 두산리,,,,,
문경가축병원,,경상북도 문경시 문경읍 하리,,,,,
문경축협 동물병원,545507433,경상북도 문경시 흥덕동,,,,,
문경축협 동물병원,545507433,경상북도 문경시 흥덕동,,,,,
문덕동물병원,,,,,,,
문동물병원(출장진료전문병원),,충청북도 충주시 대소원면 만정리,,,,,
문막동물병원,337357582,강원도 원주시 문막읍 건등리,,,,,
문산동물병원,319537570,경기도 파주시 문산읍 문산리,,,,,
문수동물병원,522235575,울산광역시 남구 무거동,,,,,
문수동물병원,616516514,전라남도 여수시 율촌면 상봉리,,,,,
문정탑동물병원,24310275,서울특별시 송파구 문정동,,,,,
문정힐스 동물병원,,서울특별시 송파구 문정동,,,,,
문종합동물병원,5.82336E+13,대구광역시 달서구 이곡동,,,,,
문현동물병원,516344017,부산광역시 남구 문현동,,,,,
문혜동물병원,334525894,강원도 철원군 갈말읍 군탄리,,,,,
물빛동물병원,324687975,인천광역시 남동구 서창동,,,,,
뮤동물병원,448682542,세종특별자치시 한솔동,,,,,
미니주동물병원,226518575,서울특별시 양천구 목동,,,,,
미담동물의료센터,315757975,경기도 남양주시 별내동,,,,,
미드미동물병원,319986473,경기도 김포시 마산동,,,,,
미드미동물의료센터,,서울특별시 강동구 명일동,,,,,
미듬동물병원,,제주특별자치도 서귀포시 대정읍 하모리,,,,,
미라클 동물병원,328321175,인천광역시 연수구 송도동,,,,,
미래동물병원,549718987,경상북도 칠곡군 왜관읍 왜관리,,,,,
미래동물병원,,전라북도 부안군 부안읍 봉덕리,,,,,
미래동물병원,419427062,충청남도 청양군 청양읍 읍내리,,,,,
미래동물병원,23866092,서울특별시 은평구 갈현동,,,,,
미래동물병원,613238274,전라남도 함평군 월야면 월악리,,,,,
미래동물병원,29495975,서울특별시 노원구 공릉동,,,,,
미래동물병원,,경상남도 창녕군 영산면 동리,,,,,
미래동물병원,,대전광역시 동구 용운동,,,,,
미래동물병원,,경기도 고양시 일산서구 덕이동,,,,,
미래동물병원,544337582,경상북도 김천시 성내동,,,,,
미래동물병원,226080234,서울특별시 강서구 화곡동,,,,,
미래동물병원,,세종특별자치시 조치원읍 신안리,,,,,
미래동물병원(출장진료전문동물병원),,경상남도 함안군 칠원읍 용산리,,,,,
미래동물의료센터,317052475,경기도 성남시 분당구 서현동,473-09-00588,,,,
미래동물의료센터 성남점,317572475,경기도 성남시 수정구 수진동,,,,,
미래연합동물병원,543356708,경상북도 영천시 금호읍 교대리,,,,,
미래종합동물병원,332577533,강원도 춘천시 석사동,,,,,
미래종합동물병원,638337582,전라북도 익산시 어양동,,,,,
미래지동물의료센터,222337574,서울특별시 중구 신당동,,,,,
미래펫 동물병원,552627590,경상남도 창원시 성산구 반림동,,,,,
미래펫 동물병원,522735911,울산광역시 남구 신정동,,,,,
미르 동물병원,326622479,경기도 부천시 중동,,,,,
미르 동물병원,,전라남도 보성군 보성읍 우산리,,,,,
미르동물병원,542923112,경상북도 포항시 남구 오천읍 용덕리,,,,,
미르동물병원,535817535,대구광역시 달서구 이곡동,,,,,
미리내동물병원,315747580,경기도 남양주시 별내동,,,,,
미사 다나을 동물병원,3180273999,경기도 하남시 망월동,,,,,
미사늘봄동물병원,317938875,경기도 하남시 망월동,,,,,
미사동물병원,317967179,경기도 하남시 망월동,,,,,
미사마이펫,317957590,경기도 하남시 망월동,,,,,
미사마이펫동물병원,317957590,경기도 하남시 망월동,,,,,
미사서울동물병원,317956060,경기도 하남시 망월동,,,,,
미사숲동물의료센터,317917579,경기도 하남시 망월동,,,,,
미소 동물병원,313742579,경기도 오산시 금암동,,,,,
미소돌봄동물병원,314142579,경기도 안산시 상록구 성포동,,,,,
미소동물병원,29291212,서울특별시 성북구 종암동,,,,,
미소동물병원,535657175,대구광역시 달서구 감삼동,,,,,
미소동물병원,518945433,부산광역시 부산진구 부전동,,,,,
미소동물의료센터,226030075,서울특별시 강서구 화곡동,,,,,
미소로동물병원,226799997,서울특별시 영등포구 영등포동8가,,,,,
미소종합동물병원,556737194,경상남도 고성군 고성읍 송학리,,,,,
미엘동물병원,319355009,경기도 파주시 동패동,,,,,
미유펫동물병원,432877566,충청북도 청주시 서원구 수곡동,,,,,
미유펫동물병원,623813733,광주광역시 서구 쌍촌동,,,,,
민 동물병원,622250491,광주광역시 동구 산수동,,,,,
민동물병원,,경기도 고양시 덕양구 성사동,,,,,
민들레동물병원,557415421,경상남도 진주시 인사동,,,,,
민락동물병원,517578529,,,,,,
민락동물병원,318527542,경기도 의정부시 민락동,,,,,
민병철동물병원,226951231,서울특별시 양천구 신월동,,,,,
민트동물병원,27072235,서울특별시 용산구 산천동,106-11-76143,,,,
믿음동물병원,316542505,경기도 평택시 비전동,,,,,
밀리언동물병원,220615277,서울특별시 양천구 신정동,,,,,
밀양 한우 동물병원,553537588,경상남도 밀양시 삼문동,,,,,
밀양동물메디컬센터,553557582,경상남도 밀양시 삼문동,,,,,
밀양축협 동물병원,553512728,경상남도 밀양시 삼문동,,,,,
바나나동물병원,322310119,인천광역시 남동구 구월동,,,,,
바다동물병원,517560075,부산광역시 수영구 광안동,,,,,
바다동물병원(Bada Animal Hospital),27922561,서울특별시 용산구 용산동5가,335-67-00082,,,,
바라다동물병원,318767582,경기도 의정부시 의정부동,,,,,
바라봄동물병원,222979300,,,,,,
바로 동물병원,322550075,경기도 부천시 원미동,,,,,
바로동물병원,627141755,광주광역시 남구 주월동,,,,,
바로동물병원,,충청북도 제천시 하소동,,,,,
바론동물병원,29650075,서울특별시 동대문구 이문동,,,,,
바론산업동물병원,,세종특별자치시 나성동,,,,,
바르고바르개,314227579,경기도 안양시 동안구 평촌동,229-04-62129,,,,
바른동물병원,222327975,서울특별시 중구 황학동,,,,,
바른동물병원,515317582,부산광역시 동래구 안락동,,,,,
바른동물병원,,경기도 의정부시 의정부동,,,,,
바른동물병원,,충청남도 보령시 궁촌동,,,,,
바른동물병원,448667975,세종특별자치시 다정동,,,,,
바른동물병원,323307522,인천광역시 연수구 송도동,,,,,
바른동물병원,,경상남도 창원시 마산회원구 내서읍 삼계리,,,,,
바른동물병원,222977570,서울특별시 성동구 금호동4가,,,,,
바른동물병원,625235353,광주광역시 서구 동천동,,,,,
바른동물병원,317628875,경기도 광주시 경안동,828-16-00336,,,,
바른동물병원,328768575,인천광역시 미추홀구 학익동,,,,,
바른마음동물병원,317787512,경기도 시흥시 능곡동,,,,,
바른진료 동물병원,517247570,부산광역시 기장군 일광면 삼성리,,,,,
바우동물병원,314431280,경기도 안양시 만안구 박달동,,,,,
바우동물병원,,전라북도 전주시 덕진구 우아동3가,,,,,
바우동물병원,316570016,경기도 안성시 공도읍 승두리,,,,,
바우라움동물병원,264546182,서울특별시 성동구 행당동,,,,,
바우미우동물병원,222373366,서울특별시 중구 신당동,,,,,
바울 동물병원,329339765,인천광역시 강화군 강화읍 남산리,,,,,
바이오컨설팅 & 신동물병원,625251928,광주광역시 북구 임동,,,,,
